Medium,Transport Type,Vehicle Type,Drive,Year,Economy,Scenario
road,passenger,lt,bev,2017,06_HKC,Reference
road,passenger,lt,cng,2017,06_HKC,Reference
road,passenger,lt,d,2017,06_HKC,Reference
road,passenger,lt,fcev,2017,06_HKC,Reference
road,passenger,lt,g,2017,06_HKC,Reference
road,passenger,lt,lpg,2017,06_HKC,Reference
road,passenger,lt,phevg,2017,06_HKC,Reference
road,passenger,lv,bev,2017,06_HKC,Reference
road,passenger,lv,cng,2017,06_HKC,Reference
road,passenger,lv,d,2017,06_HKC,Reference
road,passenger,lv,fcev,2017,06_HKC,Reference
road,passenger,lv,g,2017,06_HKC,Reference
road,passenger,lv,lpg,2017,06_HKC,Reference
road,passenger,lv,phevg,2017,06_HKC,Reference
ship,freight,ship,ship,2017,06_HKC,Reference
ship,passenger,ship,ship,2017,06_HKC,Reference
road,freight,ht,phevd,2017,06_HKC,Reference
road,passenger,bus,phevd,2017,06_HKC,Reference
air,freight,air,air,2017,07_INA,Carbon Neutral
air,passenger,air,air,2017,07_INA,Carbon Neutral
nonspecified,nonspecified,nonspecified,nonspecified,2017,07_INA,Carbon Neutral
rail,freight,rail,rail,2017,07_INA,Carbon Neutral
rail,passenger,rail,rail,2017,07_INA,Carbon Neutral
road,freight,ht,bev,2017,07_INA,Carbon Neutral
road,freight,ht,cng,2017,07_INA,Carbon Neutral
road,freight,ht,d,2017,07_INA,Carbon Neutral
road,freight,ht,fcev,2017,07_INA,Carbon Neutral
road,freight,ht,g,2017,07_INA,Carbon Neutral
road,freight,ht,lpg,2017,07_INA,Carbon Neutral
road,freight,lt,bev,2017,07_INA,Carbon Neutral
road,freight,lt,cng,2017,07_INA,Carbon Neutral
road,freight,lt,d,2017,07_INA,Carbon Neutral
road,freight,lt,fcev,2017,07_INA,Carbon Neutral
road,freight,lt,g,2017,07_INA,Carbon Neutral
road,freight,lt,lpg,2017,07_INA,Carbon Neutral
road,freight,lt,phevg,2017,07_INA,Carbon Neutral
road,passenger,2w,bev,2017,07_INA,Carbon Neutral
road,passenger,2w,g,2017,07_INA,Carbon Neutral
road,passenger,bus,bev,2017,07_INA,Carbon Neutral
road,passenger,bus,cng,2017,07_INA,Carbon Neutral
road,passenger,bus,d,2017,07_INA,Carbon Neutral
road,passenger,bus,fcev,2017,07_INA,Carbon Neutral
road,passenger,bus,g,2017,07_INA,Carbon Neutral
road,passenger,bus,lpg,2017,07_INA,Carbon Neutral
road,passenger,lt,bev,2017,07_INA,Carbon Neutral
road,passenger,lt,cng,2017,07_INA,Carbon Neutral
road,passenger,lt,d,2017,07_INA,Carbon Neutral
road,passenger,lt,fcev,2017,07_INA,Carbon Neutral
road,passenger,lt,g,2017,07_INA,Carbon Neutral
road,passenger,lt,lpg,2017,07_INA,Carbon Neutral
road,passenger,lt,phevg,2017,07_INA,Carbon Neutral
road,passenger,lv,bev,2017,07_INA,Carbon Neutral
road,passenger,lv,cng,2017,07_INA,Carbon Neutral
road,passenger,lv,d,2017,07_INA,Carbon Neutral
road,passenger,lv,fcev,2017,07_INA,Carbon Neutral
road,passenger,lv,g,2017,07_INA,Carbon Neutral
road,passenger,lv,lpg,2017,07_INA,Carbon Neutral
road,passenger,lv,phevg,2017,07_INA,Carbon Neutral
ship,freight,ship,ship,2017,07_INA,Carbon Neutral
ship,passenger,ship,ship,2017,07_INA,Carbon Neutral
road,freight,ht,phevd,2017,07_INA,Carbon Neutral
road,passenger,bus,phevd,2017,07_INA,Carbon Neutral
air,freight,air,air,2017,07_INA,Reference
air,passenger,air,air,2017,07_INA,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017,07_INA,Reference
rail,freight,rail,rail,2017,07_INA,Reference
rail,passenger,rail,rail,2017,07_INA,Reference
road,freight,ht,bev,2017,07_INA,Reference
road,freight,ht,cng,2017,07_INA,Reference
road,freight,ht,d,2017,07_INA,Reference
road,freight,ht,fcev,2017,07_INA,Reference
road,freight,ht,g,2017,07_INA,Reference
road,freight,ht,lpg,2017,07_INA,Reference
road,freight,lt,bev,2017,07_INA,Reference
road,freight,lt,cng,2017,07_INA,Reference
road,freight,lt,d,2017,07_INA,Reference
road,freight,lt,fcev,2017,07_INA,Reference
road,freight,lt,g,2017,07_INA,Reference
road,freight,lt,lpg,2017,07_INA,Reference
road,freight,lt,phevg,2017,07_INA,Reference
road,passenger,2w,bev,2017,07_INA,Reference
road,passenger,2w,g,2017,07_INA,Reference
road,passenger,bus,bev,2017,07_INA,Reference
road,passenger,bus,cng,2017,07_INA,Reference
road,passenger,bus,d,2017,07_INA,Reference
road,passenger,bus,fcev,2017,07_INA,Reference
road,passenger,bus,g,2017,07_INA,Reference
road,passenger,bus,lpg,2017,07_INA,Reference
road,passenger,lt,bev,2017,07_INA,Reference
road,passenger,lt,cng,2017,07_INA,Reference
road,passenger,lt,d,2017,07_INA,Reference
road,passenger,lt,fcev,2017,07_INA,Reference
road,passenger,lt,g,2017,07_INA,Reference
road,passenger,lt,lpg,2017,07_INA,Reference
road,passenger,lt,phevg,2017,07_INA,Reference
road,passenger,lv,bev,2017,07_INA,Reference
road,passenger,lv,cng,2017,07_INA,Reference
road,passenger,lv,d,2017,07_INA,Reference
road,passenger,lv,fcev,2017,07_INA,Reference
road,passenger,lv,g,2017,07_INA,Reference
road,passenger,lv,lpg,2017,07_INA,Reference
road,passenger,lv,phevg,2017,07_INA,Reference
ship,freight,ship,ship,2017,07_INA,Reference
ship,passenger,ship,ship,2017,07_INA,Reference
road,freight,ht,phevd,2017,07_INA,Reference
road,passenger,bus,phevd,2017,07_INA,Reference
air,freight,air,air,2017,08_JPN,Carbon Neutral
air,passenger,air,air,2017,08_JPN,Carbon Neutral
nonspecified,nonspecified,nonspecified,nonspecified,2017,08_JPN,Carbon Neutral
rail,freight,rail,rail,2017,08_JPN,Carbon Neutral
rail,passenger,rail,rail,2017,08_JPN,Carbon Neutral
road,freight,ht,bev,2017,08_JPN,Carbon Neutral
road,freight,ht,cng,2017,08_JPN,Carbon Neutral
road,freight,ht,d,2017,08_JPN,Carbon Neutral
road,freight,ht,fcev,2017,08_JPN,Carbon Neutral
road,freight,ht,g,2017,08_JPN,Carbon Neutral
road,freight,ht,lpg,2017,08_JPN,Carbon Neutral
road,freight,lt,bev,2017,08_JPN,Carbon Neutral
road,freight,lt,cng,2017,08_JPN,Carbon Neutral
road,freight,lt,d,2017,08_JPN,Carbon Neutral
road,freight,lt,fcev,2017,08_JPN,Carbon Neutral
road,freight,lt,g,2017,08_JPN,Carbon Neutral
road,freight,lt,lpg,2017,08_JPN,Carbon Neutral
road,freight,lt,phevg,2017,08_JPN,Carbon Neutral
road,passenger,2w,bev,2017,08_JPN,Carbon Neutral
road,passenger,2w,g,2017,08_JPN,Carbon Neutral
road,passenger,bus,bev,2017,08_JPN,Carbon Neutral
road,passenger,bus,cng,2017,08_JPN,Carbon Neutral
road,passenger,bus,d,2017,08_JPN,Carbon Neutral
road,passenger,bus,fcev,2017,08_JPN,Carbon Neutral
road,passenger,bus,g,2017,08_JPN,Carbon Neutral
road,passenger,bus,lpg,2017,08_JPN,Carbon Neutral
road,passenger,lt,bev,2017,08_JPN,Carbon Neutral
road,passenger,lt,cng,2017,08_JPN,Carbon Neutral
road,passenger,lt,d,2017,08_JPN,Carbon Neutral
road,passenger,lt,fcev,2017,08_JPN,Carbon Neutral
road,passenger,lt,g,2017,08_JPN,Carbon Neutral
road,passenger,lt,lpg,2017,08_JPN,Carbon Neutral
road,passenger,lt,phevg,2017,08_JPN,Carbon Neutral
road,passenger,lv,bev,2017,08_JPN,Carbon Neutral
road,passenger,lv,cng,2017,08_JPN,Carbon Neutral
road,passenger,lv,d,2017,08_JPN,Carbon Neutral
road,passenger,lv,fcev,2017,08_JPN,Carbon Neutral
road,passenger,lv,g,2017,08_JPN,Carbon Neutral
road,passenger,lv,lpg,2017,08_JPN,Carbon Neutral
road,passenger,lv,phevg,2017,08_JPN,Carbon Neutral
ship,freight,ship,ship,2017,08_JPN,Carbon Neutral
ship,passenger,ship,ship,2017,08_JPN,Carbon Neutral
road,freight,ht,phevd,2017,08_JPN,Carbon Neutral
road,passenger,bus,phevd,2017,08_JPN,Carbon Neutral
air,freight,air,air,2017,08_JPN,Reference
air,passenger,air,air,2017,08_JPN,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017,08_JPN,Reference
rail,freight,rail,rail,2017,08_JPN,Reference
rail,passenger,rail,rail,2017,08_JPN,Reference
road,freight,ht,bev,2017,08_JPN,Reference
road,freight,ht,cng,2017,08_JPN,Reference
road,freight,ht,d,2017,08_JPN,Reference
road,freight,ht,fcev,2017,08_JPN,Reference
road,freight,ht,g,2017,08_JPN,Reference
road,freight,ht,lpg,2017,08_JPN,Reference
road,freight,lt,bev,2017,08_JPN,Reference
road,freight,lt,cng,2017,08_JPN,Reference
road,freight,lt,d,2017,08_JPN,Reference
road,freight,lt,fcev,2017,08_JPN,Reference
road,freight,lt,g,2017,08_JPN,Reference
road,freight,lt,lpg,2017,08_JPN,Reference
road,freight,lt,phevg,2017,08_JPN,Reference
road,passenger,2w,bev,2017,08_JPN,Reference
road,passenger,2w,g,2017,08_JPN,Reference
road,passenger,bus,bev,2017,08_JPN,Reference
road,passenger,bus,cng,2017,08_JPN,Reference
road,passenger,bus,d,2017,08_JPN,Reference
road,passenger,bus,fcev,2017,08_JPN,Reference
road,passenger,bus,g,2017,08_JPN,Reference
road,passenger,bus,lpg,2017,08_JPN,Reference
road,passenger,lt,bev,2017,08_JPN,Reference
road,passenger,lt,cng,2017,08_JPN,Reference
road,passenger,lt,d,2017,08_JPN,Reference
road,passenger,lt,fcev,2017,08_JPN,Reference
road,passenger,lt,g,2017,08_JPN,Reference
road,passenger,lt,lpg,2017,08_JPN,Reference
road,passenger,lt,phevg,2017,08_JPN,Reference
road,passenger,lv,bev,2017,08_JPN,Reference
road,passenger,lv,cng,2017,08_JPN,Reference
road,passenger,lv,d,2017,08_JPN,Reference
road,passenger,lv,fcev,2017,08_JPN,Reference
road,passenger,lv,g,2017,08_JPN,Reference
road,passenger,lv,lpg,2017,08_JPN,Reference
road,passenger,lv,phevg,2017,08_JPN,Reference
ship,freight,ship,ship,2017,08_JPN,Reference
ship,passenger,ship,ship,2017,08_JPN,Reference
road,freight,ht,phevd,2017,08_JPN,Reference
road,passenger,bus,phevd,2017,08_JPN,Reference
air,freight,air,air,2017,09_ROK,Carbon Neutral
air,passenger,air,air,2017,09_ROK,Carbon Neutral
nonspecified,nonspecified,nonspecified,nonspecified,2017,09_ROK,Carbon Neutral
rail,freight,rail,rail,2017,09_ROK,Carbon Neutral
rail,passenger,rail,rail,2017,09_ROK,Carbon Neutral
road,freight,ht,bev,2017,09_ROK,Carbon Neutral
road,freight,ht,cng,2017,09_ROK,Carbon Neutral
road,freight,ht,d,2017,09_ROK,Carbon Neutral
road,freight,ht,fcev,2017,09_ROK,Carbon Neutral
road,freight,ht,g,2017,09_ROK,Carbon Neutral
road,freight,ht,lpg,2017,09_ROK,Carbon Neutral
road,freight,lt,bev,2017,09_ROK,Carbon Neutral
road,freight,lt,cng,2017,09_ROK,Carbon Neutral
road,freight,lt,d,2017,09_ROK,Carbon Neutral
road,freight,lt,fcev,2017,09_ROK,Carbon Neutral
road,freight,lt,g,2017,09_ROK,Carbon Neutral
road,freight,lt,lpg,2017,09_ROK,Carbon Neutral
road,freight,lt,phevg,2017,09_ROK,Carbon Neutral
road,passenger,2w,bev,2017,09_ROK,Carbon Neutral
road,passenger,2w,g,2017,09_ROK,Carbon Neutral
road,passenger,bus,bev,2017,09_ROK,Carbon Neutral
road,passenger,bus,cng,2017,09_ROK,Carbon Neutral
road,passenger,bus,d,2017,09_ROK,Carbon Neutral
road,passenger,bus,fcev,2017,09_ROK,Carbon Neutral
road,passenger,bus,g,2017,09_ROK,Carbon Neutral
road,passenger,bus,lpg,2017,09_ROK,Carbon Neutral
road,passenger,lt,bev,2017,09_ROK,Carbon Neutral
road,passenger,lt,cng,2017,09_ROK,Carbon Neutral
road,passenger,lt,d,2017,09_ROK,Carbon Neutral
road,passenger,lt,fcev,2017,09_ROK,Carbon Neutral
road,passenger,lt,g,2017,09_ROK,Carbon Neutral
road,passenger,lt,lpg,2017,09_ROK,Carbon Neutral
road,passenger,lt,phevg,2017,09_ROK,Carbon Neutral
road,passenger,lv,bev,2017,09_ROK,Carbon Neutral
road,passenger,lv,cng,2017,09_ROK,Carbon Neutral
road,passenger,lv,d,2017,09_ROK,Carbon Neutral
road,passenger,lv,fcev,2017,09_ROK,Carbon Neutral
road,passenger,lv,g,2017,09_ROK,Carbon Neutral
road,passenger,lv,lpg,2017,09_ROK,Carbon Neutral
road,passenger,lv,phevg,2017,09_ROK,Carbon Neutral
ship,freight,ship,ship,2017,09_ROK,Carbon Neutral
ship,passenger,ship,ship,2017,09_ROK,Carbon Neutral
road,freight,ht,phevd,2017,09_ROK,Carbon Neutral
road,passenger,bus,phevd,2017,09_ROK,Carbon Neutral
air,freight,air,air,2017,09_ROK,Reference
air,passenger,air,air,2017,09_ROK,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017,09_ROK,Reference
rail,freight,rail,rail,2017,09_ROK,Reference
rail,passenger,rail,rail,2017,09_ROK,Reference
road,freight,ht,bev,2017,09_ROK,Reference
road,freight,ht,cng,2017,09_ROK,Reference
road,freight,ht,d,2017,09_ROK,Reference
road,freight,ht,fcev,2017,09_ROK,Reference
road,freight,ht,g,2017,09_ROK,Reference
road,freight,ht,lpg,2017,09_ROK,Reference
road,freight,lt,bev,2017,09_ROK,Reference
road,freight,lt,cng,2017,09_ROK,Reference
road,freight,lt,d,2017,09_ROK,Reference
road,freight,lt,fcev,2017,09_ROK,Reference
road,freight,lt,g,2017,09_ROK,Reference
road,freight,lt,lpg,2017,09_ROK,Reference
road,freight,lt,phevg,2017,09_ROK,Reference
road,passenger,2w,bev,2017,09_ROK,Reference
road,passenger,2w,g,2017,09_ROK,Reference
road,passenger,bus,bev,2017,09_ROK,Reference
road,passenger,bus,cng,2017,09_ROK,Reference
road,passenger,bus,d,2017,09_ROK,Reference
road,passenger,bus,fcev,2017,09_ROK,Reference
road,passenger,bus,g,2017,09_ROK,Reference
road,passenger,bus,lpg,2017,09_ROK,Reference
road,passenger,lt,bev,2017,09_ROK,Reference
road,passenger,lt,cng,2017,09_ROK,Reference
road,passenger,lt,d,2017,09_ROK,Reference
road,passenger,lt,fcev,2017,09_ROK,Reference
road,passenger,lt,g,2017,09_ROK,Reference
road,passenger,lt,lpg,2017,09_ROK,Reference
road,passenger,lt,phevg,2017,09_ROK,Reference
road,passenger,lv,bev,2017,09_ROK,Reference
road,passenger,lv,cng,2017,09_ROK,Reference
road,passenger,lv,d,2017,09_ROK,Reference
road,passenger,lv,fcev,2017,09_ROK,Reference
road,passenger,lv,g,2017,09_ROK,Reference
road,passenger,lv,lpg,2017,09_ROK,Reference
road,passenger,lv,phevg,2017,09_ROK,Reference
ship,freight,ship,ship,2017,09_ROK,Reference
ship,passenger,ship,ship,2017,09_ROK,Reference
road,freight,ht,phevd,2017,09_ROK,Reference
road,passenger,bus,phevd,2017,09_ROK,Reference
air,freight,air,air,2017,10_MAS,Carbon Neutral
air,passenger,air,air,2017,10_MAS,Carbon Neutral
nonspecified,nonspecified,nonspecified,nonspecified,2017,10_MAS,Carbon Neutral
rail,freight,rail,rail,2017,10_MAS,Carbon Neutral
rail,passenger,rail,rail,2017,10_MAS,Carbon Neutral
road,freight,ht,bev,2017,10_MAS,Carbon Neutral
road,freight,ht,cng,2017,10_MAS,Carbon Neutral
road,freight,ht,d,2017,10_MAS,Carbon Neutral
road,freight,ht,fcev,2017,10_MAS,Carbon Neutral
road,freight,ht,g,2017,10_MAS,Carbon Neutral
road,freight,ht,lpg,2017,10_MAS,Carbon Neutral
road,freight,lt,bev,2017,10_MAS,Carbon Neutral
road,freight,lt,cng,2017,10_MAS,Carbon Neutral
road,freight,lt,d,2017,10_MAS,Carbon Neutral
road,freight,lt,fcev,2017,10_MAS,Carbon Neutral
road,freight,lt,g,2017,10_MAS,Carbon Neutral
road,freight,lt,lpg,2017,10_MAS,Carbon Neutral
road,freight,lt,phevg,2017,10_MAS,Carbon Neutral
road,passenger,2w,bev,2017,10_MAS,Carbon Neutral
road,passenger,2w,g,2017,10_MAS,Carbon Neutral
road,passenger,bus,bev,2017,10_MAS,Carbon Neutral
road,passenger,bus,cng,2017,10_MAS,Carbon Neutral
road,passenger,bus,d,2017,10_MAS,Carbon Neutral
road,passenger,bus,fcev,2017,10_MAS,Carbon Neutral
road,passenger,bus,g,2017,10_MAS,Carbon Neutral
road,passenger,bus,lpg,2017,10_MAS,Carbon Neutral
road,passenger,lt,bev,2017,10_MAS,Carbon Neutral
road,passenger,lt,cng,2017,10_MAS,Carbon Neutral
road,passenger,lt,d,2017,10_MAS,Carbon Neutral
road,passenger,lt,fcev,2017,10_MAS,Carbon Neutral
road,passenger,lt,g,2017,10_MAS,Carbon Neutral
road,passenger,lt,lpg,2017,10_MAS,Carbon Neutral
road,passenger,lt,phevg,2017,10_MAS,Carbon Neutral
road,passenger,lv,bev,2017,10_MAS,Carbon Neutral
road,passenger,lv,cng,2017,10_MAS,Carbon Neutral
road,passenger,lv,d,2017,10_MAS,Carbon Neutral
road,passenger,lv,fcev,2017,10_MAS,Carbon Neutral
road,passenger,lv,g,2017,10_MAS,Carbon Neutral
road,passenger,lv,lpg,2017,10_MAS,Carbon Neutral
road,passenger,lv,phevg,2017,10_MAS,Carbon Neutral
ship,freight,ship,ship,2017,10_MAS,Carbon Neutral
ship,passenger,ship,ship,2017,10_MAS,Carbon Neutral
road,freight,ht,phevd,2017,10_MAS,Carbon Neutral
road,passenger,bus,phevd,2017,10_MAS,Carbon Neutral
air,freight,air,air,2017,10_MAS,Reference
air,passenger,air,air,2017,10_MAS,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017,10_MAS,Reference
rail,freight,rail,rail,2017,10_MAS,Reference
rail,passenger,rail,rail,2017,10_MAS,Reference
road,freight,ht,bev,2017,10_MAS,Reference
road,freight,ht,cng,2017,10_MAS,Reference
road,freight,ht,d,2017,10_MAS,Reference
road,freight,ht,fcev,2017,10_MAS,Reference
road,freight,ht,g,2017,10_MAS,Reference
road,freight,ht,lpg,2017,10_MAS,Reference
road,freight,lt,bev,2017,10_MAS,Reference
road,freight,lt,cng,2017,10_MAS,Reference
road,freight,lt,d,2017,10_MAS,Reference
road,freight,lt,fcev,2017,10_MAS,Reference
road,freight,lt,g,2017,10_MAS,Reference
road,freight,lt,lpg,2017,10_MAS,Reference
road,freight,lt,phevg,2017,10_MAS,Reference
road,passenger,2w,bev,2017,10_MAS,Reference
road,passenger,2w,g,2017,10_MAS,Reference
road,passenger,bus,bev,2017,10_MAS,Reference
road,passenger,bus,cng,2017,10_MAS,Reference
road,passenger,bus,d,2017,10_MAS,Reference
road,passenger,bus,fcev,2017,10_MAS,Reference
road,passenger,bus,g,2017,10_MAS,Reference
road,passenger,bus,lpg,2017,10_MAS,Reference
road,passenger,lt,bev,2017,10_MAS,Reference
road,passenger,lt,cng,2017,10_MAS,Reference
road,passenger,lt,d,2017,10_MAS,Reference
road,passenger,lt,fcev,2017,10_MAS,Reference
road,passenger,lt,g,2017,10_MAS,Reference
road,passenger,lt,lpg,2017,10_MAS,Reference
road,passenger,lt,phevg,2017,10_MAS,Reference
road,passenger,lv,bev,2017,10_MAS,Reference
road,passenger,lv,cng,2017,10_MAS,Reference
road,passenger,lv,d,2017,10_MAS,Reference
road,passenger,lv,fcev,2017,10_MAS,Reference
road,passenger,lv,g,2017,10_MAS,Reference
road,passenger,lv,lpg,2017,10_MAS,Reference
road,passenger,lv,phevg,2017,10_MAS,Reference
ship,freight,ship,ship,2017,10_MAS,Reference
ship,passenger,ship,ship,2017,10_MAS,Reference
road,freight,ht,phevd,2017,10_MAS,Reference
road,passenger,bus,phevd,2017,10_MAS,Reference
air,freight,air,air,2017,11_MEX,Carbon Neutral
air,passenger,air,air,2017,11_MEX,Carbon Neutral
nonspecified,nonspecified,nonspecified,nonspecified,2017,11_MEX,Carbon Neutral
rail,freight,rail,rail,2017,11_MEX,Carbon Neutral
rail,passenger,rail,rail,2017,11_MEX,Carbon Neutral
road,freight,ht,bev,2017,11_MEX,Carbon Neutral
road,freight,ht,cng,2017,11_MEX,Carbon Neutral
road,freight,ht,d,2017,11_MEX,Carbon Neutral
road,freight,ht,fcev,2017,11_MEX,Carbon Neutral
road,freight,ht,g,2017,11_MEX,Carbon Neutral
road,freight,ht,lpg,2017,11_MEX,Carbon Neutral
road,freight,lt,bev,2017,11_MEX,Carbon Neutral
road,freight,lt,cng,2017,11_MEX,Carbon Neutral
road,freight,lt,d,2017,11_MEX,Carbon Neutral
road,freight,lt,fcev,2017,11_MEX,Carbon Neutral
road,freight,lt,g,2017,11_MEX,Carbon Neutral
road,freight,lt,lpg,2017,11_MEX,Carbon Neutral
road,freight,lt,phevg,2017,11_MEX,Carbon Neutral
road,passenger,2w,bev,2017,11_MEX,Carbon Neutral
road,passenger,2w,g,2017,11_MEX,Carbon Neutral
road,passenger,bus,bev,2017,11_MEX,Carbon Neutral
road,passenger,bus,cng,2017,11_MEX,Carbon Neutral
road,passenger,bus,d,2017,11_MEX,Carbon Neutral
road,passenger,bus,fcev,2017,11_MEX,Carbon Neutral
road,passenger,bus,g,2017,11_MEX,Carbon Neutral
road,passenger,bus,lpg,2017,11_MEX,Carbon Neutral
road,passenger,lt,bev,2017,11_MEX,Carbon Neutral
road,passenger,lt,cng,2017,11_MEX,Carbon Neutral
road,passenger,lt,d,2017,11_MEX,Carbon Neutral
road,passenger,lt,fcev,2017,11_MEX,Carbon Neutral
road,passenger,lt,g,2017,11_MEX,Carbon Neutral
road,passenger,lt,lpg,2017,11_MEX,Carbon Neutral
road,passenger,lt,phevg,2017,11_MEX,Carbon Neutral
road,passenger,lv,bev,2017,11_MEX,Carbon Neutral
road,passenger,lv,cng,2017,11_MEX,Carbon Neutral
road,passenger,lv,d,2017,11_MEX,Carbon Neutral
road,passenger,lv,fcev,2017,11_MEX,Carbon Neutral
road,passenger,lv,g,2017,11_MEX,Carbon Neutral
road,passenger,lv,lpg,2017,11_MEX,Carbon Neutral
road,passenger,lv,phevg,2017,11_MEX,Carbon Neutral
ship,freight,ship,ship,2017,11_MEX,Carbon Neutral
ship,passenger,ship,ship,2017,11_MEX,Carbon Neutral
road,freight,ht,phevd,2017,11_MEX,Carbon Neutral
road,passenger,bus,phevd,2017,11_MEX,Carbon Neutral
air,freight,air,air,2017,11_MEX,Reference
air,passenger,air,air,2017,11_MEX,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017,11_MEX,Reference
rail,freight,rail,rail,2017,11_MEX,Reference
rail,passenger,rail,rail,2017,11_MEX,Reference
road,freight,ht,bev,2017,11_MEX,Reference
road,freight,ht,cng,2017,11_MEX,Reference
road,freight,ht,d,2017,11_MEX,Reference
road,freight,ht,fcev,2017,11_MEX,Reference
road,freight,ht,g,2017,11_MEX,Reference
road,freight,ht,lpg,2017,11_MEX,Reference
road,freight,lt,bev,2017,11_MEX,Reference
road,freight,lt,cng,2017,11_MEX,Reference
road,freight,lt,d,2017,11_MEX,Reference
road,freight,lt,fcev,2017,11_MEX,Reference
road,freight,lt,g,2017,11_MEX,Reference
road,freight,lt,lpg,2017,11_MEX,Reference
road,freight,lt,phevg,2017,11_MEX,Reference
road,passenger,2w,bev,2017,11_MEX,Reference
road,passenger,2w,g,2017,11_MEX,Reference
road,passenger,bus,bev,2017,11_MEX,Reference
road,passenger,bus,cng,2017,11_MEX,Reference
road,passenger,bus,d,2017,11_MEX,Reference
road,passenger,bus,fcev,2017,11_MEX,Reference
road,passenger,bus,g,2017,11_MEX,Reference
road,passenger,bus,lpg,2017,11_MEX,Reference
road,passenger,lt,bev,2017,11_MEX,Reference
road,passenger,lt,cng,2017,11_MEX,Reference
road,passenger,lt,d,2017,11_MEX,Reference
road,passenger,lt,fcev,2017,11_MEX,Reference
road,passenger,lt,g,2017,11_MEX,Reference
road,passenger,lt,lpg,2017,11_MEX,Reference
road,passenger,lt,phevg,2017,11_MEX,Reference
road,passenger,lv,bev,2017,11_MEX,Reference
road,passenger,lv,cng,2017,11_MEX,Reference
road,passenger,lv,d,2017,11_MEX,Reference
road,passenger,lv,fcev,2017,11_MEX,Reference
road,passenger,lv,g,2017,11_MEX,Reference
road,passenger,lv,lpg,2017,11_MEX,Reference
road,passenger,lv,phevg,2017,11_MEX,Reference
ship,freight,ship,ship,2017,11_MEX,Reference
